2026-08-03 09:00:18.394 | info     |          Device | Opening user mode device driver (tt_cluster.cpp:228)
2026-08-03 09:00:18.394 | info     |             UMD | Cluster constructor started. (cluster.cpp:348)
2026-08-03 09:00:18.394 | info     |             UMD | Creating TopologyDiscovery for architecture: blackhole (topology_discovery.cpp:91)
2026-08-03 09:00:18.394 | info     |             UMD | Starting topology discovery. (topology_discovery.cpp:110)
2026-08-03 09:00:18.396 | info     |             UMD | Established firmware bundle version: 19.8.0 (topology_discovery.cpp:569)
2026-08-03 09:00:18.396 | info     |             UMD | Firmware bundle version 19.8.0 on the system is newer than the latest fully tested version 19.5.0 for blackhole architecture. Newest features may not be supported. (topology_discovery.cpp:601)
2026-08-03 09:00:18.399 | info     |             UMD | Completed topology discovery. (topology_discovery.cpp:114)
2026-08-03 09:00:18.628 | info     |             UMD | Opening local chip ids/PCIe ids: {0, 1, 2, 3}/[0, 1, 2, 3] and remote chip ids {} (cluster.cpp:168)
2026-08-03 09:00:18.628 | info     |             UMD | IOMMU: enabled (cluster.cpp:142)
2026-08-03 09:00:18.628 | info     |             UMD | KMD version: 2.8.0 (cluster.cpp:145)
2026-08-03 09:00:18.628 | info     |             UMD | Cluster constructor completed. (cluster.cpp:520)
2026-08-03 09:00:18.630 | info     |             UMD | Starting devices in cluster (cluster.cpp:1024)
2026-08-03 09:00:18.793 | info     |             UMD | Starting devices in cluster completed. (cluster.cpp:1032)
2026-08-03 09:00:18.917 | DEBUG    | ttnn.device:__init__:152 - Using default dispatch core type for this system: DispatchCoreType.WORKER
2026-08-03 09:00:18.917 | DEBUG    | ttnn.device:__init__:154 - Using default dispatch core axis for this system: DispatchCoreAxis.COL
2026-08-03 09:00:18.917 | info     |     Distributed | Using auto discovery to generate mesh graph. (metal_env.cpp:367)
2026-08-03 09:00:18.917 | info     |     Distributed | Constructing control plane using auto-discovery (no mesh graph descriptor). (metal_env.cpp:429)
2026-08-03 09:00:18.917 | warning  |          Always | Unknown motherboard 'B850M-C' for chip_id=0 (bus_id=0x1) — falling back to bus_id as tray_id. Add this motherboard and its bus IDs to mobo_to_bus_ids in physical_system_discovery.cpp. (physical_system_discovery.cpp:89)
2026-08-03 09:00:18.917 | warning  |          Always | Unknown motherboard 'B850M-C' for chip_id=1 (bus_id=0x2) — falling back to bus_id as tray_id. Add this motherboard and its bus IDs to mobo_to_bus_ids in physical_system_discovery.cpp. (physical_system_discovery.cpp:89)
2026-08-03 09:00:18.917 | warning  |          Always | Unknown motherboard 'B850M-C' for chip_id=2 (bus_id=0x3) — falling back to bus_id as tray_id. Add this motherboard and its bus IDs to mobo_to_bus_ids in physical_system_discovery.cpp. (physical_system_discovery.cpp:89)
2026-08-03 09:00:18.917 | warning  |          Always | Unknown motherboard 'B850M-C' for chip_id=3 (bus_id=0x4) — falling back to bus_id as tray_id. Add this motherboard and its bus IDs to mobo_to_bus_ids in physical_system_discovery.cpp. (physical_system_discovery.cpp:89)
2026-08-03 09:00:18.917 | warning  |          Always | Unknown motherboard 'B850M-C' for chip_id=1 (bus_id=0x2) — falling back to bus_id as tray_id. Add this motherboard and its bus IDs to mobo_to_bus_ids in physical_system_discovery.cpp. (physical_system_discovery.cpp:89)
2026-08-03 09:00:18.917 | warning  |          Always | Unknown motherboard 'B850M-C' for chip_id=0 (bus_id=0x1) — falling back to bus_id as tray_id. Add this motherboard and its bus IDs to mobo_to_bus_ids in physical_system_discovery.cpp. (physical_system_discovery.cpp:89)
2026-08-03 09:00:18.917 | warning  |          Always | Unknown motherboard 'B850M-C' for chip_id=2 (bus_id=0x3) — falling back to bus_id as tray_id. Add this motherboard and its bus IDs to mobo_to_bus_ids in physical_system_discovery.cpp. (physical_system_discovery.cpp:89)
2026-08-03 09:00:18.917 | warning  |          Always | Unknown motherboard 'B850M-C' for chip_id=3 (bus_id=0x4) — falling back to bus_id as tray_id. Add this motherboard and its bus IDs to mobo_to_bus_ids in physical_system_discovery.cpp. (physical_system_discovery.cpp:89)
2026-08-03 09:00:18.917 | info     |          Fabric | Logical multi-mesh adjacency: intermesh degree histogram {0:1}; intra-mesh degree histograms mesh0 {2:4} (topology_mapper_utils.cpp:2342)
2026-08-03 09:00:18.917 | info     |          Fabric | Physical multi-mesh adjacency: intermesh degree histogram {0:1}; intra-mesh degree histograms mesh0 {2:4} (topology_mapper_utils.cpp:2350)
2026-08-03 09:00:18.923 | info     |    BuildKernels | Using pre-compiled firmware from: /home/mvasiljevic/tt-mlir/third_party/tt-metal/src/tt-metal/tt_metal/pre-compiled/13793420398762238087/ (build_env_manager.cpp:347)
2026-08-03 09:00:18.923 | info     |    BuildKernels | Using pre-compiled firmware from: /home/mvasiljevic/tt-mlir/third_party/tt-metal/src/tt-metal/tt_metal/pre-compiled/13793420398762238087/ (build_env_manager.cpp:347)
2026-08-03 09:00:18.923 | info     |    BuildKernels | Using pre-compiled firmware from: /home/mvasiljevic/tt-mlir/third_party/tt-metal/src/tt-metal/tt_metal/pre-compiled/13793420398762238087/ (build_env_manager.cpp:347)
2026-08-03 09:00:18.923 | info     |    BuildKernels | Using pre-compiled firmware from: /home/mvasiljevic/tt-mlir/third_party/tt-metal/src/tt-metal/tt_metal/pre-compiled/13793420398762238087/ (build_env_manager.cpp:347)
2026-08-03 09:00:18.952 | warning  |           Metal | Opening subset of mmio devices slows down UMD read/write to remote chips. If opening more devices, consider using CreateDevices API. (device_manager.cpp:261)
2026-08-03 09:00:18.991 | info     |           Metal | ShmResourceTracker: removed orphaned shm '/tt_device_154095681929600_memory' (shm_resource_tracker.cpp:282)
2026-08-03 09:00:19.568 | info     |           Metal | [Real-time profiler] Device 3 sync complete: 100 samples, frequency=1.349944 GHz, device_time_at_sync=177027214716169 cycles (realtime_profiler_manager.cpp:1127)
2026-08-03 09:00:33.143 | info     |             UMD | Creating TopologyDiscovery for architecture: blackhole (topology_discovery.cpp:91)
2026-08-03 09:00:33.143 | info     |             UMD | Starting topology discovery. (topology_discovery.cpp:110)
2026-08-03 09:00:33.144 | info     |             UMD | Established firmware bundle version: 19.8.0 (topology_discovery.cpp:569)
2026-08-03 09:00:33.144 | info     |             UMD | Firmware bundle version 19.8.0 on the system is newer than the latest fully tested version 19.5.0 for blackhole architecture. Newest features may not be supported. (topology_discovery.cpp:601)
2026-08-03 09:00:33.148 | info     |             UMD | Completed topology discovery. (topology_discovery.cpp:114)
2026-08-03 09:00:33.150 | info     |           Metal | Using programmatically configured mock mode: /tmp/umd_3Si8wN/cluster_descriptor.yaml (metal_env.cpp:129)
2026-08-03 09:00:33.151 | info     |          Device | Opening user mode device driver (tt_cluster.cpp:228)
2026-08-03 09:00:33.151 | warning  |          Device | Currently using mock cluster descriptor, all device driver calls will be mocked (tt_cluster.cpp:251)
2026-08-03 09:00:33.151 | info     |             UMD | Cluster constructor started. (cluster.cpp:348)
2026-08-03 09:00:33.153 | info     |             UMD | Cluster constructor completed. (cluster.cpp:520)
2026-08-03 09:00:33.154 | info     |             UMD | Starting devices in cluster (cluster.cpp:1024)
2026-08-03 09:00:33.154 | info     |             UMD | Starting devices in cluster completed. (cluster.cpp:1032)
2026-08-03 09:00:33.155 | info     |     Distributed | Using auto discovery to generate mesh graph. (metal_env.cpp:367)
2026-08-03 09:00:33.155 | info     |     Distributed | Constructing control plane using auto-discovery (no mesh graph descriptor). (metal_env.cpp:429)
2026-08-03 09:00:33.155 | info     |          Fabric | Logical multi-mesh adjacency: intermesh degree histogram {0:1}; intra-mesh degree histograms mesh0 {2:4} (topology_mapper_utils.cpp:2342)
2026-08-03 09:00:33.155 | info     |          Fabric | Physical multi-mesh adjacency: intermesh degree histogram {0:1}; intra-mesh degree histograms mesh0 {2:4} (topology_mapper_utils.cpp:2350)
2026-08-03 09:00:33.157 | info     |    BuildKernels | Using pre-compiled firmware from: /home/mvasiljevic/tt-mlir/third_party/tt-metal/src/tt-metal/tt_metal/pre-compiled/13793420398762238087/ (build_env_manager.cpp:347)
2026-08-03 09:00:33.159 | info     |    BuildKernels | Using pre-compiled firmware from: /home/mvasiljevic/tt-mlir/third_party/tt-metal/src/tt-metal/tt_metal/pre-compiled/13793420398762238087/ (build_env_manager.cpp:347)
2026-08-03 09:00:33.159 | info     |    BuildKernels | Using pre-compiled firmware from: /home/mvasiljevic/tt-mlir/third_party/tt-metal/src/tt-metal/tt_metal/pre-compiled/13793420398762238087/ (build_env_manager.cpp:347)
2026-08-03 09:00:33.159 | info     |    BuildKernels | Using pre-compiled firmware from: /home/mvasiljevic/tt-mlir/third_party/tt-metal/src/tt-metal/tt_metal/pre-compiled/13793420398762238087/ (build_env_manager.cpp:347)
2026-08-03 09:00:33.159 | warning  |           Metal | Opening subset of mmio devices slows down UMD read/write to remote chips. If opening more devices, consider using CreateDevices API. (device_manager.cpp:261)
2026-08-03 09:00:33.160 | info     |           Metal | Skipping host-side CQ initialization for mock devices (command_queue_initializer.cpp:27)
2026-08-03 09:00:33.160 | info     |           Metal | Skipping dispatch firmware initialization for mock devices (dispatch_kernel_initializer.cpp:88)
